Company Name,Type of Company,Year of Establishment,Registration Number,GST Number,PAN Number,Head Office District,Contact Number,Official Email,Website,Branch Office Locations,Owner / MD Name,Key Decision Maker,Total Employees,Organizational Structure,Board of Directors,Nature of Business,Core Specialization,Service Areas,Years of Experience,Avg Projects Per Year,Avg Annual Turnover (Rs.),Net Worth (Rs.),Financial Stability,Financial Commitments,Total Engineers,Total Technical Staff,Major Machinery,Equipment Capacity,Total Projects Completed,Blacklisting History,Legal Disputes,ISO Certification,Safety Compliance,Environmental Compliance,Labour Law Compliance
Square Infra Solutions 813,Proprietorship,2001,UAML1SXZEE,CVINYO2O0XC9RZ5,I8HMRDJTDJ,Tiruvannamalai,9111987830,squareinfrasolutions813@example.com,www.squareinfra813.com,Namakkal,Owner 813,MD 813,439,Hierarchical,"Director A813, Director B813",Construction & Infrastructure,Roads & Buildings,Tamil Nadu,22,13,7068100,25613893,Stable,7453997,83,36,"Excavators, Cranes, Concrete Mixers",High,151,Yes,Yes,ISO 14001,Medium,Non-Compliant,Partial
Square Infra Solutions 814,Ltd,2000,DAHCQADNJC,V21VD6LQH9GDGDD,QYDOGY7XFM,Krishnagiri,9577622264,squareinfrasolutions814@example.com,www.squareinfra814.com,Dindigul,Owner 814,MD 814,173,Hierarchical,"Director A814, Director B814",Construction & Infrastructure,Roads & Buildings,Tamil Nadu,11,23,179911033,247201415,Moderate,48176114,18,182,"Excavators, Cranes, Concrete Mixers",High,25,No,No,ISO 45001,Medium,Partial,Compliant
Square Infra Solutions 815,Proprietorship,2019,R93KM46TDD,EODK9WW8ZSK0YST,LM7LNGA366,Tiruppur,9482274010,squareinfrasolutions815@example.com,www.squareinfra815.com,Sivaganga,Owner 815,MD 815,124,Hierarchical,"Director A815, Director B815",Construction & Infrastructure,Roads & Buildings,Tamil Nadu,21,24,167992131,108349168,At Risk,37412842,94,79,"Excavators, Cranes, Concrete Mixers",Low,208,Yes,Yes,Multiple,Low,Compliant,Partial
Square Infra Solutions 816,Partnership,2003,K8OFO7T7XK,ORKR8M1AXDZXWCB,0LBO5EY39Q,Vellore,9162113204,squareinfrasolutions816@example.com,www.squareinfra816.com,Tiruppur,Owner 816,MD 816,312,Hierarchical,"Director A816, Director B816",Construction & Infrastructure,Roads & Buildings,Tamil Nadu,2,9,150459035,150014170,At Risk,3287693,45,78,"Excavators, Cranes, Concrete Mixers",Low,252,Yes,No,Not Certified,Low,Partial,Non-Compliant
Square Infra Solutions 817,Proprietorship,2003,INO7ONDLYU,Y725YV17Q3KJ7WA,8Q7OKDMEDG,Kanniyakumari,9548853852,squareinfrasolutions817@example.com,www.squareinfra817.com,Cuddalore,Owner 817,MD 817,407,Hierarchical,"Director A817, Director B817",Construction & Infrastructure,Roads & Buildings,Tamil Nadu,26,3,473328767,239294207,Stable,5096359,61,66,"Excavators, Cranes, Concrete Mixers",Low,32,Yes,No,Multiple,High,Partial,Partial
Square Infra Solutions 818,Ltd,2002,2Y703IQX0Q,CJYYLVRGPHROEW5,2RC0QM8Q6M,Dharmapuri,9276329405,squareinfrasolutions818@example.com,www.squareinfra818.com,Nagapattinam,Owner 818,MD 818,223,Hierarchical,"Director A818, Director B818",Construction & Infrastructure,Roads & Buildings,Tamil Nadu,3,19,195925826,133887595,Stable,44136170,70,121,"Excavators, Cranes, Concrete Mixers",High,172,No,No,ISO 9001,Low,Partial,Partial
Square Infra Solutions 819,Proprietorship,2015,O3VYPI6WVI,Q16REK0DW4RCNRZ,STTNVEQH91,Ranipet,9953898845,squareinfrasolutions819@example.com,www.squareinfra819.com,Tiruvarur,Owner 819,MD 819,227,Hierarchical,"Director A819, Director B819",Construction & Infrastructure,Roads & Buildings,Tamil Nadu,17,6,146706583,173799196,Stable,17222629,55,169,"Excavators, Cranes, Concrete Mixers",Medium,163,Yes,No,Not Certified,High,Compliant,Non-Compliant
Square Infra Solutions 820,Partnership,1995,VWWQHX08VM,R8L05AE1WC6NRJN,D4ZRYSSB3I,Nagapattinam,9645554143,squareinfrasolutions820@example.com,www.squareinfra820.com,Tiruchirappalli,Owner 820,MD 820,298,Hierarchical,"Director A820, Director B820",Construction & Infrastructure,Roads & Buildings,Tamil Nadu,24,14,387419234,46926376,Stable,46974835,66,100,"Excavators, Cranes, Concrete Mixers",High,9,No,No,Not Certified,Low,Compliant,Compliant
Square Infra Solutions 821,Pvt Ltd,2008,0G6WIC0HR7,6CBLR4UWAC9BXHU,BYIYGB8U0V,Tiruppur,9863723658,squareinfrasolutions821@example.com,www.squareinfra821.com,Thanjavur,Owner 821,MD 821,73,Hierarchical,"Director A821, Director B821",Construction & Infrastructure,Roads & Buildings,Tamil Nadu,27,5,129895481,182836690,Moderate,7403703,48,51,"Excavators, Cranes, Concrete Mixers",High,68,Yes,No,Multiple,Low,Compliant,Non-Compliant
Square Infra Solutions 822,Ltd,1996,4KP2JSNV3Q,RGO564ILNZ83VNC,XHQOKHAQ0D,Krishnagiri,9266259820,squareinfrasolutions822@example.com,www.squareinfra822.com,Tiruppur,Owner 822,MD 822,247,Hierarchical,"Director A822, Director B822",Construction & Infrastructure,Roads & Buildings,Tamil Nadu,21,19,156227886,229557369,At Risk,24282132,39,36,"Excavators, Cranes, Concrete Mixers",Low,101,No,Yes,Multiple,Low,Partial,Partial
Square Infra Solutions 823,Partnership,1998,QBWEFIBX0H,Q3920VT7IW4EPZR,KXPNJ4TUXT,Thoothukudi,9272593057,squareinfrasolutions823@example.com,www.squareinfra823.com,Tiruvallur,Owner 823,MD 823,467,Hierarchical,"Director A823, Director B823",Construction & Infrastructure,Roads & Buildings,Tamil Nadu,28,2,36053507,225591139,Stable,29239712,60,170,"Excavators, Cranes, Concrete Mixers",Medium,291,Yes,Yes,Not Certified,High,Partial,Compliant
Square Infra Solutions 824,Proprietorship,1999,UAV2XB3FST,RPZ94CPEYJYTEEV,1G4RCI0BH0,Theni,9662715229,squareinfrasolutions824@example.com,www.squareinfra824.com,Coimbatore,Owner 824,MD 824,57,Hierarchical,"Director A824, Director B824",Construction & Infrastructure,Roads & Buildings,Tamil Nadu,17,10,413514641,232612191,At Risk,10260450,79,99,"Excavators, Cranes, Concrete Mixers",High,300,Yes,Yes,ISO 9001,Medium,Partial,Partial
Square Infra Solutions 825,Ltd,2002,QTO5QAMU62,VUVGIBXH3KEBQR8,2N496UHTQ6,Pudukkottai,9418637093,squareinfrasolutions825@example.com,www.squareinfra825.com,Sivaganga,Owner 825,MD 825,84,Hierarchical,"Director A825, Director B825",Construction & Infrastructure,Roads & Buildings,Tamil Nadu,20,15,373990137,212841365,Moderate,8470836,25,117,"Excavators, Cranes, Concrete Mixers",Low,291,No,Yes,Not Certified,Low,Partial,Compliant
Square Infra Solutions 826,Pvt Ltd,2021,OW10UHBCHF,MBUSGRVT27I8MAI,S02XRB7OCM,Tirunelveli,9388580135,squareinfrasolutions826@example.com,www.squareinfra826.com,Dindigul,Owner 826,MD 826,25,Hierarchical,"Director A826, Director B826",Construction & Infrastructure,Roads & Buildings,Tamil Nadu,27,18,311746587,271377850,Moderate,13332421,88,119,"Excavators, Cranes, Concrete Mixers",Medium,270,No,No,Not Certified,Medium,Compliant,Non-Compliant
Square Infra Solutions 827,Partnership,2021,6R4H8B5UK5,J8SBJV2KLM05UFL,YRCEN0EDG2,Dindigul,9172589070,squareinfrasolutions827@example.com,www.squareinfra827.com,Thoothukudi,Owner 827,MD 827,167,Hierarchical,"Director A827, Director B827",Construction & Infrastructure,Roads & Buildings,Tamil Nadu,21,11,463131168,116303195,Stable,31922861,67,114,"Excavators, Cranes, Concrete Mixers",Medium,116,No,No,ISO 14001,High,Compliant,Non-Compliant
Square Infra Solutions 828,Ltd,2013,DX4YUCVPW6,3XF45CC1M8AGRRN,4MFTSL6EJY,Erode,9998494796,squareinfrasolutions828@example.com,www.squareinfra828.com,Tiruppur,Owner 828,MD 828,182,Hierarchical,"Director A828, Director B828",Construction & Infrastructure,Roads & Buildings,Tamil Nadu,24,14,253357914,192987561,Moderate,3644877,82,97,"Excavators, Cranes, Concrete Mixers",Low,133,Yes,No,ISO 9001,High,Non-Compliant,Partial
Square Infra Solutions 829,Ltd,1998,RUIV0ZG07Q,RWD7E4OE9XDDL00,NWF3D791TH,Kanniyakumari,9398866318,squareinfrasolutions829@example.com,www.squareinfra829.com,Mayiladuthurai,Owner 829,MD 829,216,Hierarchical,"Director A829, Director B829",Construction & Infrastructure,Roads & Buildings,Tamil Nadu,16,3,375055298,197532995,At Risk,20161644,32,104,"Excavators, Cranes, Concrete Mixers",Medium,122,No,Yes,Not Certified,Medium,Compliant,Compliant
Square Infra Solutions 830,Proprietorship,2014,RMNOMJUD13,YRRQ5JMD1747G5E,ZD6AEZEUY5,Virudhunagar,9095333997,squareinfrasolutions830@example.com,www.squareinfra830.com,Virudhunagar,Owner 830,MD 830,310,Hierarchical,"Director A830, Director B830",Construction & Infrastructure,Roads & Buildings,Tamil Nadu,24,8,392413843,95523268,Moderate,1068379,97,102,"Excavators, Cranes, Concrete Mixers",Medium,102,Yes,No,ISO 9001,High,Non-Compliant,Non-Compliant
Square Infra Solutions 831,Proprietorship,2022,W4Q0FC6SKN,9ZR0UK1PTUZCTZF,CKRYIO2GJK,Tenkasi,9310124701,squareinfrasolutions831@example.com,www.squareinfra831.com,Nilgiris,Owner 831,MD 831,420,Hierarchical,"Director A831, Director B831",Construction & Infrastructure,Roads & Buildings,Tamil Nadu,20,20,352412757,142396988,At Risk,46613593,63,167,"Excavators, Cranes, Concrete Mixers",Medium,60,No,Yes,ISO 14001,Low,Non-Compliant,Partial
Square Infra Solutions 832,Proprietorship,2015,HLTJIE1F9T,Z8P5T0TUJC1P455,2V1B0G3JVM,Tirupathur,9654251589,squareinfrasolutions832@example.com,www.squareinfra832.com,Viluppuram,Owner 832,MD 832,319,Hierarchical,"Director A832, Director B832",Construction & Infrastructure,Roads & Buildings,Tamil Nadu,8,6,93143988,88169419,Moderate,7812941,25,31,"Excavators, Cranes, Concrete Mixers",High,283,No,Yes,ISO 9001,High,Compliant,Compliant
Square Infra Solutions 833,Pvt Ltd,1998,ZAS6T3ZHHL,ZHOKTTWSN1AVX3Q,G19OPBQQ5D,Ariyalur,9015770254,squareinfrasolutions833@example.com,www.squareinfra833.com,Vellore,Owner 833,MD 833,286,Hierarchical,"Director A833, Director B833",Construction & Infrastructure,Roads & Buildings,Tamil Nadu,1,15,398503966,274483868,Stable,25301229,93,90,"Excavators, Cranes, Concrete Mixers",High,165,Yes,Yes,ISO 9001,Medium,Compliant,Non-Compliant
Square Infra Solutions 834,Ltd,2013,6UBFH4AOC2,SK9CUGWKFWHLX9C,M97D88DFYQ,Tiruchirappalli,9714335931,squareinfrasolutions834@example.com,www.squareinfra834.com,Vellore,Owner 834,MD 834,481,Hierarchical,"Director A834, Director B834",Construction & Infrastructure,Roads & Buildings,Tamil Nadu,28,23,144790839,202329096,At Risk,44706078,13,118,"Excavators, Cranes, Concrete Mixers",High,241,No,No,ISO 9001,Low,Partial,Non-Compliant
Square Infra Solutions 835,Partnership,1997,65B8KR1GKT,1J5LFSL7SRB13Y1,SV39ZOQ59W,Kancheepuram,9729371664,squareinfrasolutions835@example.com,www.squareinfra835.com,Coimbatore,Owner 835,MD 835,368,Hierarchical,"Director A835, Director B835",Construction & Infrastructure,Roads & Buildings,Tamil Nadu,6,11,193736063,125900352,Moderate,27876424,98,149,"Excavators, Cranes, Concrete Mixers",High,145,No,Yes,ISO 9001,High,Non-Compliant,Partial
Square Infra Solutions 836,Partnership,2007,WQBXFSHHN7,IXVSBKQWZPG2RZ2,DL6T87W4OF,Thoothukudi,9104467326,squareinfrasolutions836@example.com,www.squareinfra836.com,Krishnagiri,Owner 836,MD 836,179,Hierarchical,"Director A836, Director B836",Construction & Infrastructure,Roads & Buildings,Tamil Nadu,21,11,253714178,207027872,Stable,21919260,11,110,"Excavators, Cranes, Concrete Mixers",High,12,No,No,ISO 45001,Medium,Compliant,Partial
Square Infra Solutions 837,Ltd,1999,5SZY4K6BG3,4RA4VAR9Y5KHN2Y,65J781I30A,Ranipet,9694602541,squareinfrasolutions837@example.com,www.squareinfra837.com,Madurai,Owner 837,MD 837,51,Hierarchical,"Director A837, Director B837",Construction & Infrastructure,Roads & Buildings,Tamil Nadu,27,20,462192353,217065307,Moderate,48386013,56,184,"Excavators, Cranes, Concrete Mixers",Low,16,Yes,No,Multiple,Medium,Partial,Non-Compliant
Square Infra Solutions 838,Ltd,1998,YF7X3M5K53,X5GQREE5RDEBZZ3,FUMJL9DPM2,Karur,9021950312,squareinfrasolutions838@example.com,www.squareinfra838.com,Nilgiris,Owner 838,MD 838,485,Hierarchical,"Director A838, Director B838",Construction & Infrastructure,Roads & Buildings,Tamil Nadu,18,7,435254858,4557329,Moderate,13160502,64,26,"Excavators, Cranes, Concrete Mixers",Low,151,Yes,No,ISO 14001,Low,Non-Compliant,Compliant
Square Infra Solutions 839,Pvt Ltd,2014,V3QADN6IM3,8B1K90B4QTQLV8J,5OOV3EDC2K,Theni,9746776357,squareinfrasolutions839@example.com,www.squareinfra839.com,Tiruppur,Owner 839,MD 839,197,Hierarchical,"Director A839, Director B839",Construction & Infrastructure,Roads & Buildings,Tamil Nadu,15,19,498462646,32776804,Moderate,45000476,19,50,"Excavators, Cranes, Concrete Mixers",High,133,Yes,Yes,ISO 9001,High,Compliant,Partial
Square Infra Solutions 840,Proprietorship,2022,K6TH2UKI5B,U1PV1C1LMWEY88Q,S1XMIINDVK,Tiruchirappalli,9184833290,squareinfrasolutions840@example.com,www.squareinfra840.com,Chengalpattu,Owner 840,MD 840,228,Hierarchical,"Director A840, Director B840",Construction & Infrastructure,Roads & Buildings,Tamil Nadu,16,15,316964165,219465169,Stable,47594155,10,140,"Excavators, Cranes, Concrete Mixers",Low,38,Yes,Yes,ISO 14001,High,Partial,Non-Compliant
Square Infra Solutions 841,Ltd,2011,PONWHQAGG8,2KR61WP69OI0U2F,8HT850FCOA,Karur,9627839979,squareinfrasolutions841@example.com,www.squareinfra841.com,Salem,Owner 841,MD 841,374,Hierarchical,"Director A841, Director B841",Construction & Infrastructure,Roads & Buildings,Tamil Nadu,26,23,105242387,35058789,At Risk,24674654,65,155,"Excavators, Cranes, Concrete Mixers",High,264,No,Yes,ISO 9001,High,Partial,Compliant
Square Infra Solutions 842,Partnership,1999,VRYYZL0M9I,NSXXA0BGQJO7F9A,D55X7GAT3A,Namakkal,9454535110,squareinfrasolutions842@example.com,www.squareinfra842.com,Vellore,Owner 842,MD 842,157,Hierarchical,"Director A842, Director B842",Construction & Infrastructure,Roads & Buildings,Tamil Nadu,21,24,279903994,118830708,Moderate,25990906,20,152,"Excavators, Cranes, Concrete Mixers",High,255,No,Yes,Not Certified,Medium,Compliant,Non-Compliant
Square Infra Solutions 843,Pvt Ltd,2000,2WA4KYVZEF,JFS6Z8M3SMZRWML,D9NOQ9ZY3Q,Pudukkottai,9913323884,squareinfrasolutions843@example.com,www.squareinfra843.com,Chengalpattu,Owner 843,MD 843,154,Hierarchical,"Director A843, Director B843",Construction & Infrastructure,Roads & Buildings,Tamil Nadu,7,6,440913589,95932718,Moderate,10506115,21,92,"Excavators, Cranes, Concrete Mixers",High,232,Yes,No,Multiple,Medium,Partial,Partial
Square Infra Solutions 844,Ltd,2020,6B99LZNWNI,E0FXOKSN1UNX2K8,G9Q8IECK68,Tiruchirappalli,9056143693,squareinfrasolutions844@example.com,www.squareinfra844.com,Kallakurichi,Owner 844,MD 844,381,Hierarchical,"Director A844, Director B844",Construction & Infrastructure,Roads & Buildings,Tamil Nadu,8,4,318337200,26979937,Moderate,46823547,48,13,"Excavators, Cranes, Concrete Mixers",Low,173,Yes,No,ISO 14001,Medium,Compliant,Partial
Square Infra Solutions 845,Ltd,2002,173R9SGNE5,FTWSKL593JPYFSW,V65C8K6RWR,Madurai,9907595208,squareinfrasolutions845@example.com,www.squareinfra845.com,Tiruchirappalli,Owner 845,MD 845,156,Hierarchical,"Director A845, Director B845",Construction & Infrastructure,Roads & Buildings,Tamil Nadu,23,18,282958862,132056932,Moderate,21303185,25,38,"Excavators, Cranes, Concrete Mixers",High,16,No,Yes,ISO 9001,High,Compliant,Compliant
Square Infra Solutions 846,Partnership,2003,2A993Z66YK,W9L421WOHEZ6N2Q,0MO07OQX16,Coimbatore,9331415882,squareinfrasolutions846@example.com,www.squareinfra846.com,Virudhunagar,Owner 846,MD 846,493,Hierarchical,"Director A846, Director B846",Construction & Infrastructure,Roads & Buildings,Tamil Nadu,18,15,497570647,80243233,At Risk,15506899,99,79,"Excavators, Cranes, Concrete Mixers",High,214,Yes,No,Multiple,Low,Non-Compliant,Non-Compliant
Square Infra Solutions 847,Ltd,2021,M38BP0V8FL,AGTLF19ONSRZI9D,XS78AGJ7RN,Tiruvannamalai,9166385319,squareinfrasolutions847@example.com,www.squareinfra847.com,Pudukkottai,Owner 847,MD 847,151,Hierarchical,"Director A847, Director B847",Construction & Infrastructure,Roads & Buildings,Tamil Nadu,27,5,144915374,198386069,At Risk,41392938,27,193,"Excavators, Cranes, Concrete Mixers",Medium,27,Yes,No,Multiple,Low,Compliant,Compliant
Square Infra Solutions 848,Pvt Ltd,1996,MFLYQ5CP9E,224AE2BRC96N4DD,DC9WRGA71P,Tiruppur,9859826060,squareinfrasolutions848@example.com,www.squareinfra848.com,Ariyalur,Owner 848,MD 848,247,Hierarchical,"Director A848, Director B848",Construction & Infrastructure,Roads & Buildings,Tamil Nadu,16,2,100200375,201714358,Stable,25741389,14,126,"Excavators, Cranes, Concrete Mixers",Medium,288,No,No,Not Certified,Medium,Non-Compliant,Non-Compliant
Square Infra Solutions 849,Pvt Ltd,2011,NO26RQFA48,E84YIT0ST2M9KG7,ER79NPQCX1,Tiruvannamalai,9954610986,squareinfrasolutions849@example.com,www.squareinfra849.com,Sivaganga,Owner 849,MD 849,460,Hierarchical,"Director A849, Director B849",Construction & Infrastructure,Roads & Buildings,Tamil Nadu,25,15,401538018,247190400,At Risk,41899068,47,62,"Excavators, Cranes, Concrete Mixers",Low,155,Yes,No,Not Certified,High,Compliant,Non-Compliant
Square Infra Solutions 850,Pvt Ltd,2002,7B50Z116IL,021K1ANJQ81BWPB,OSBYNGBYMD,Salem,9987272883,squareinfrasolutions850@example.com,www.squareinfra850.com,Thoothukudi,Owner 850,MD 850,220,Hierarchical,"Director A850, Director B850",Construction & Infrastructure,Roads & Buildings,Tamil Nadu,22,15,210054149,232114127,At Risk,1037327,32,92,"Excavators, Cranes, Concrete Mixers",Low,266,No,Yes,Not Certified,Medium,Partial,Non-Compliant
Square Infra Solutions 851,Ltd,2017,7ZW7NVY4S0,XWUQ5DT4ED9JPG7,Q49FYUY77B,Kallakurichi,9015494099,squareinfrasolutions851@example.com,www.squareinfra851.com,Nilgiris,Owner 851,MD 851,252,Hierarchical,"Director A851, Director B851",Construction & Infrastructure,Roads & Buildings,Tamil Nadu,17,22,322678278,15864206,At Risk,44236721,20,140,"Excavators, Cranes, Concrete Mixers",Low,223,No,No,ISO 9001,High,Compliant,Partial
Square Infra Solutions 852,Ltd,2004,7EX7UNC5ZQ,SGHMCWZYUC57CY3,FASVOTB8VS,Tiruvarur,9992435652,squareinfrasolutions852@example.com,www.squareinfra852.com,Coimbatore,Owner 852,MD 852,318,Hierarchical,"Director A852, Director B852",Construction & Infrastructure,Roads & Buildings,Tamil Nadu,12,18,279457209,58714389,Stable,6443590,7,60,"Excavators, Cranes, Concrete Mixers",High,245,No,No,Not Certified,Medium,Compliant,Non-Compliant
Square Infra Solutions 853,Pvt Ltd,1996,VQ4TB3IDZR,8OFWX599ROZOLA4,6O6Q1TPOCT,Tenkasi,9777413217,squareinfrasolutions853@example.com,www.squareinfra853.com,Tiruvarur,Owner 853,MD 853,304,Hierarchical,"Director A853, Director B853",Construction & Infrastructure,Roads & Buildings,Tamil Nadu,26,9,210977223,76650724,At Risk,15660111,36,57,"Excavators, Cranes, Concrete Mixers",High,278,No,Yes,Multiple,Low,Compliant,Partial
Square Infra Solutions 854,Pvt Ltd,1997,WLUPDLFN9S,CB3MOBIA2SO7RUW,GZAYUN5P4D,Virudhunagar,9831875681,squareinfrasolutions854@example.com,www.squareinfra854.com,Kancheepuram,Owner 854,MD 854,374,Hierarchical,"Director A854, Director B854",Construction & Infrastructure,Roads & Buildings,Tamil Nadu,15,4,499304190,248219467,At Risk,29553560,39,57,"Excavators, Cranes, Concrete Mixers",High,212,Yes,No,ISO 45001,Medium,Partial,Partial
Square Infra Solutions 855,Pvt Ltd,2018,5TQ9G4H7PM,VIVHCNSZRKALL03,1JQY4GE97P,Nilgiris,9874835814,squareinfrasolutions855@example.com,www.squareinfra855.com,Chennai,Owner 855,MD 855,103,Hierarchical,"Director A855, Director B855",Construction & Infrastructure,Roads & Buildings,Tamil Nadu,26,9,466156556,282195337,Moderate,16499727,14,77,"Excavators, Cranes, Concrete Mixers",High,176,Yes,No,ISO 45001,High,Non-Compliant,Compliant
Square Infra Solutions 856,Ltd,2015,HFMLZIJSQ3,O3JCSA9ZISNXZPB,KJUIK53L5S,Thoothukudi,9757751785,squareinfrasolutions856@example.com,www.squareinfra856.com,Tiruvallur,Owner 856,MD 856,371,Hierarchical,"Director A856, Director B856",Construction & Infrastructure,Roads & Buildings,Tamil Nadu,16,12,264105778,209216766,At Risk,1045805,80,28,"Excavators, Cranes, Concrete Mixers",Medium,176,Yes,Yes,Multiple,Low,Non-Compliant,Non-Compliant
Square Infra Solutions 857,Proprietorship,2020,EE7ABBJSJ4,CJHBCFPMMPF3NT3,21N6CSHJC3,Kallakurichi,9977617197,squareinfrasolutions857@example.com,www.squareinfra857.com,Tiruppur,Owner 857,MD 857,199,Hierarchical,"Director A857, Director B857",Construction & Infrastructure,Roads & Buildings,Tamil Nadu,11,17,106528718,298909249,Stable,15388884,36,15,"Excavators, Cranes, Concrete Mixers",Low,155,Yes,No,ISO 9001,Low,Compliant,Non-Compliant
Square Infra Solutions 858,Proprietorship,2018,7FJZBWXS89,SIFNLLNU068IRV0,TMOBTVQ6Q1,Ranipet,9152943762,squareinfrasolutions858@example.com,www.squareinfra858.com,Tiruvannamalai,Owner 858,MD 858,247,Hierarchical,"Director A858, Director B858",Construction & Infrastructure,Roads & Buildings,Tamil Nadu,15,15,304225296,47983512,At Risk,23652427,59,84,"Excavators, Cranes, Concrete Mixers",Low,215,Yes,Yes,ISO 45001,Low,Non-Compliant,Partial
Square Infra Solutions 859,Pvt Ltd,2013,ENRSV4WE3R,ENGHP70J42V152K,KGEQ8T4T9R,Chengalpattu,9988781094,squareinfrasolutions859@example.com,www.squareinfra859.com,Virudhunagar,Owner 859,MD 859,340,Hierarchical,"Director A859, Director B859",Construction & Infrastructure,Roads & Buildings,Tamil Nadu,20,8,494480411,78880491,At Risk,38829923,77,85,"Excavators, Cranes, Concrete Mixers",High,117,Yes,No,Multiple,Low,Compliant,Partial
